Group,Family,Scientific Name,variety,Common Name,Native/Exotic,Fresh/Marine/Brackish
Fishes,Cyprinidae,Tinca tinca,,Tench,Exotic,Freshwater
Fishes,Sciaenidae,Totoaba macdonaldi,,Totoaba,Exotic,Marine
Reptiles-Turtles,Emydidae,Trachemys callirostris callirostris,,Columbian slider,Exotic,Freshwater
Reptiles-Turtles,Emydidae,Trachemys dorbigni,,Brazilian Slider,Exotic,Freshwater
Reptiles-Turtles,Emydidae,Trachemys scripta,,Pond Slider,Native,Freshwater
Reptiles-Turtles,Emydidae,Trachemys scripta elegans,,Red-eared Slider,Native,Freshwater
Reptiles-Turtles,Emydidae,Trachemys scripta scripta,,Yellow-bellied Slider,Native,Freshwater
Reptiles-Turtles,Emydidae,Trachemys scripta troostii,,Cumberland Slider,Native,Freshwater
Reptiles-Turtles,Emydidae,Trachemys stejnegeri malonei,,Inagua Slider,Exotic,Freshwater
Fishes,Carangidae,Trachinotus paitensis,,Paloma Pompano,Exotic,Marine
Plants,Lythraceae,Trapa natans,,water chestnut,Exotic,Freshwater
Fishes,Osphronemidae,Trichogaster fasciata,,banded gourami,Exotic,Freshwater
Fishes,Osphronemidae,Trichogaster labiosa,,thicklipped gourami,Exotic,Freshwater
Fishes,Osphronemidae,Trichogaster trichopterus,,three-spot gourami,Exotic,Freshwater
Fishes,Osphronemidae,Trichopodus leerii,,pearl gourami,Exotic,Freshwater
Fishes,Osphronemidae,Trichopsis vittata,,Croaking Gourami,Exotic,Freshwater
Fishes,Gobiidae,Tridentiger barbatus,,Shokihaze Goby,Exotic,Marine
Fishes,Gobiidae,Tridentiger bifasciatus,,Shimofuri Goby,Exotic,Freshwater-Marine
Fishes,Gobiidae,Tridentiger trigonocephalus,,Chameleon Goby,Exotic,Marine
Plants,Typhaceae,Typha angustifolia,,narrow-leaved cattail,Exotic,Freshwater
Plants,Typhaceae,Typha domingensis,,southern cattail,Native,Freshwater
Plants,Typhaceae,Typha x glauca [angustifolia x latifolia],,white cattail,Native Hybrid,Freshwater
Fishes,Amblyopsidae,Typhlichthys subterraneus,,Southern Cavefish,Native,Freshwater
Fishes,Umbridae,Umbra limi,,Central Mudminnow,Native,Freshwater
Mollusks-Bivalves,Unionidae,Uniomerus tetralasmus,,,Native,Freshwater
Fishes,Mullidae,Upeneus vittatus,,bandedtail goatfish,Exotic,Marine
Entoprocts,Barentsiidae,Urnatella gracilis,,freshwater goblet worm,Native,Freshwater
Plants,Lentibulariaceae,Utricularia inflata,,swollen bladderwort,Native,Freshwater
Fishes,Mugilidae,Valamugil engeli,,kanda,Exotic,Marine-Brackish
Plants,Hydrocharitaceae,Vallisneria americana,,wild-celery,Native,Freshwater
Mollusks-Gastropods,Valvatidae,Valvata piscinalis,,European stream valvata,Exotic,Freshwater
Plants,Plantaginaceae,Veronica beccabunga,,European speedwell,Exotic,Freshwater
Fishes,Cichlidae,Vieja melanura,,Redhead Cichlid,Exotic,Freshwater
Mollusks-Bivalves,Unionidae,Villosa vibex,,,Native,Freshwater
Mollusks-Gastropods,Viviparidae,Viviparus georgianus,,banded mysterysnail,Native,Freshwater
Mollusks-Gastropods,Viviparidae,Viviparus subpurpureus,,olive mysterysnail,Native,Freshwater
Mollusks-Gastropods,Viviparidae,Viviparus viviparus,,snail,Exotic,Freshwater
Fishes,Belonidae,Xenentodon cancila,,Asian needlefish,Exotic,Freshwater-Brackish
Reptiles-Snakes,Colubridae,Xenochrophis vittatus,,Striped Keelback,Exotic,Freshwater
Amphibians-Frogs,Pipidae,Xenopus laevis,,African Clawed Frog,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus hellerii,,Green Swordtail,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus hellerii x maculatus,,red swordtail,Exotic Hybrid,Freshwater
Fishes,Poeciliidae,Xiphophorus hellerii x variatus,,platyfish/swordtail,Exotic Hybrid,Freshwater
Fishes,Poeciliidae,Xiphophorus maculatus,,Southern Platyfish,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus maculatus x variatus,,platyfish/swordtail,Exotic Hybrid,Freshwater
Fishes,Poeciliidae,Xiphophorus sp.,,platyfish,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus variatus,,Variable Platyfish,Exotic,Freshwater
Fishes,Poeciliidae,Xiphophorus xiphidium,,Swordtail Platyfish,Exotic,Freshwater
Mammals,Otariidae,Zalophus californianus,,California sea lion,Native,Marine
Fishes,Zanclidae,Zanclus cornutus,,Moorish Idol,Exotic,Marine
Fishes,Acanthuridae,Zebrasoma desjardinii,,sailfin tang,Exotic,Marine
Fishes,Acanthuridae,Zebrasoma flavescens,,yellow tang,Exotic,Marine
Fishes,Acanthuridae,Zebrasoma scopas,,Brown Tang,Exotic,Marine
Fishes,Acanthuridae,Zebrasoma veliferum,,sailfin tang,Exotic,Marine
Fishes,Acanthuridae,Zebrasoma xanthurum,,yellowtail tang,Exotic,Marine
Plants,Poaceae,Zizania palustris,palustris,northern wildrice,Native,Freshwater
Plants,Zosteraceae,Zostera japonica,,dwarf eelgrass,Exotic,Marine
