Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Sub Phylum	Class	Infraclass	Super Cohort	Cohort	Super Order	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Infraspecies	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
20414	Atractaspis Smith, 1849		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Atractaspididae	Atractaspidinae		Atractaspis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20415	Atractaspis bibronii Smith, 1849		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Atractaspididae	Atractaspidinae		Atractaspis	bibronii		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20416	Atractaspis bibroni bibroni Smith, 1849		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Atractaspididae	Atractaspidinae		Atractaspis	bibroni 	bibroni	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20417	Atractaspis bibroni rostrata Günther, 1868		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Atractaspididae	Atractaspidinae		Atractaspis	bibroni	rostrata	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20418	Atractaspis duerdeni Gough 1907		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Atractaspididae	Atractaspidinae		Atractaspis	duerdeni		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20419	Colubridae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae						Family	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20420	Boodontinae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae					Subfamily	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20421	Dipsina Jan 1863		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Dipsina			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20422	Dipsina multimaculata Smith, 1847		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Dipsina	multimaculata		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20423	Lamprophis		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20424	Lamprophis aurora Linnaeus, 1758		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	aurora		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20425	Lamprophis capensis (Duméril & Bibron, 1854)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis 	capensis 		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20426	Lamprophis fiskii Boulenger, 1887		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	fiskii		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20427	Lamprophis fuliginosus Boie, 1827		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	fuliginosus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20428	Lamprophis fuliginosus fuliginosus (Boie, 1827)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	fuliginosus	fuliginosus	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20429	Lamprophis fuliginosus mentalis Günther, 1888		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	fuliginosus	mentalis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20430	Lamprophis fuscus Boulenger, 1893		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	fuscus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20431	Lamprophis guttatus Smith, 1843		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	guttatus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20432	Lamprophis inornatus Duméril, Bibron & Duméril, 1854		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	inornatus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20433	Lamprophis swazicus Schaefer, 1970		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lamprophis	swazicus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20434	Lycodonomorphus (Lichtenstein, 1823)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20435	Lycodonomorphus laevissimus Günther, 1862		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	laevissimus 		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20436	Lycodonomorphus laevissimus laevissimus Günther, 1862		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	laevissimus	laevissimus	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20437	Lycodonomorphus laevissimus natalensis Raw, 1973		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	laevissimus	natalensis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20438	Lycodonomorphus laevissimus fitzsimonsi Raw, 1973		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	laevissimus	fitzsimonsi	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20439	Lycodonomorphus mlanjensis Broadley & Cotterill, 2004		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	mlanjensis		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20440	Lycodonomorphus rufulus (Lichtenstein, 1823)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	rufulus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20441	Lycodonomorphus obscuriventris Broadley, 1995		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycodonomorphus	obscuriventris		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20442	Lycophidion		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20443	Lycophidion acutirostre (Günther, 1868)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	acutirostre		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20444	Lycophidion capense Smith, 1831		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20445	Lycophidion capense jacksoni Boulenger, 1893		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	jacksoni	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20446	Lycophidion capense capense (Smith, 1831)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	capense	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20447	Lycophidion capense multimaculatum Boettger, 1888		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	multimaculatum	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20448	Lycophidion capense pembanum Laurent, 1968		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	pembanum	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20449	Lycophidion capense loveridgei Laurent, 1968		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	loveridgei	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20450	Lycophidion capense vermiculatum Laurent, 1968		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	capense	vermiculatum	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20451	Lycophidion multimaculatum Broadley, 1992		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	multimaculatum		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20452	Lycophidion pygmaeum Broadley, 1996		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	pygmaeum		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20453	Lycophidion semiannule Peters, 1854		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	semiannule		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20454	Lycophidion variegatum Broadley, 1969		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Lycophidion	variegatum		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20455	Mehelya		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20456	Mehelya capensis Smith, 1847		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya	capensis		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20457	Mehelya capensis savorgnani (Mosquard, 1887)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya	capensis 	savorgnani 	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20458	Mehelya capensis capensis (Smith, 1847)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya	capensis 	capensis 	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20459	Mehelya capensis unicolor (Boulenger, 1910)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya	capensis 	unicolor	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20460	Mehelya nyassae Günther, 1888		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Mehelya	nyassae		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20461	Montaspis		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Montaspis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20462	Montaspis gilvomaculata Bourquin, 1991		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Montaspis	gilvomaculata		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20463	Pseudaspis		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Pseudaspis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20464	Pseudaspis cana Linnaeus, 1758		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Boodontinae		Pseudaspis	cana		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20465	Colubrinae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae					Subfamily	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20466	Crotaphopeltis		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Crotaphopeltis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20467	Crotaphopeltis hotamboeia Laurenti, 1768		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Crotaphopeltis	hotamboeia		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20468	Dasypeltis Linnaeus, 1758		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Dasypeltis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20469	Dasypeltis inornata Smith, 1849		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Dasypeltis	inornata		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20470	Dasypeltis scabra Linnaeus, 1758		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Dasypeltis	scabra		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20471	Dasypeltis scabra loveridgei Mertens, 1954		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Serpentes			Colubridae	Colubrinae		Dasypeltis	scabra 	loveridgei	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
