taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
cercozoa-imbricatea		rhizaria-cercozoa	Imbricatea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa	
imbricatea-silicofilosea		cercozoa-imbricatea	Silicofilosea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea	
silicofilosea-euglyphida		imbricatea-silicofilosea	Euglyphida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea	
euglyphida-euglyphina		silicofilosea-euglyphida	Euglyphina	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida	
euglyphina-assulinidae		euglyphida-euglyphina	Assulinidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphina	
93b02e4a93146dd84d0061df9130baf0	http://www.protisten.de/gallery-ALL/136-Asterionella-spec.html	fragilariales-fragilariaceae	Asterionella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	
bacillariophyta-fragilariophyceae		ochrophyta-bacillariophyta	Fragilariophyceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta	
fragilariophyceae-fragilariophycidae		bacillariophyta-fragilariophyceae	Fragilariophycidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae	
fragilariophycidae-fragilariales		fragilariophyceae-fragilariophycidae	Fragilariales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae	
fragilariales-fragilariaceae		fragilariophycidae-fragilariales	Fragilariaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales	
d434eae2e7cf6f1a1bd3d26969aaa922	http://www.protisten.de/gallery-ALL/138-Asterionella-formosa.html	fragilariales-fragilariaceae	Asterionella formosa	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	
41915d251e9d5191f2f32cf1c20c4954	http://www.protisten.de/gallery-ALL/140-Asterionellopsis-glacialis.html	fragilariales-fragilariaceae	Asterionellopsis glacialis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	
b4ee9a3b986714a8f6e269203b49e3d3	http://www.protisten.de/gallery-ALL/142-Asterococcus-limneticus.html	chlamydomonadales-palmellopsidaceae	Asterococcus limneticus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Palmellopsidaceae	
chlorophyceae-chlamydomonadales		chlorophyta-chlorophyceae	Chlamydomonadales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae	
chlamydomonadales-palmellopsidaceae		chlorophyceae-chlamydomonadales	Palmellopsidaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales	
976001a74ba0833ce29ef3d3d7a70400	http://www.protisten.de/gallery-ALL/146-Attheya-septentrionalis.html	chaetocerotales-attheyaceae	Attheya septentrionalis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Chaetocerotales|Attheyaceae	
chaetocerotales-attheyaceae		coscinodiscophycidae-chaetocerotales	Attheyaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Chaetocerotales	
dd1082037fa178c7980f58eb664b576b	http://www.protisten.de/gallery-ALL/150-Audouinella-spec.html	acrochaetiales-acrochaetiaceae	Audouinella	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae|Acrochaetiales|Acrochaetiaceae	
archaeplastida-rhodophyta		eucaryota-archaeplastida	Rhodophyta	Eucaryota|Archaeplastida	
rhodophyta-florideophyceae		archaeplastida-rhodophyta	Florideophyceae	Eucaryota|Archaeplastida|Rhodophyta	
florideophyceae-nemaliophycidae		rhodophyta-florideophyceae	Nemaliophycidae	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae	
nemaliophycidae-acrochaetiales		florideophyceae-nemaliophycidae	Acrochaetiales	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae	
acrochaetiales-acrochaetiaceae		nemaliophycidae-acrochaetiales	Acrochaetiaceae	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae|Acrochaetiales	
dc1789cb04b80a11cc75647e3b7c8ed3	http://www.protisten.de/gallery-ALL/159-Aulacoseira.html	aulacoseirales-aulacoseiraceae	Aulacoseira	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae|Aulacoseirales|Aulacoseiraceae	
coscinodiscanae-aulacoseirales		coscinodiscophycidae-coscinodiscanae	Aulacoseirales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae	
aulacoseirales-aulacoseiraceae		coscinodiscanae-aulacoseirales	Aulacoseiraceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae|Aulacoseirales	
821763cdde12b1493d56c540eafad540	http://www.protisten.de/gallery-ALL/160-Aulacoseira-granulata.html	aulacoseirales-aulacoseiraceae	Aulacoseira granulata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophycidae|Coscinodiscanae|Aulacoseirales|Aulacoseiraceae	
b023d95e88570b95fe1f34f9b83d59ac	http://www.protisten.de/gallery-ALL/162-Auxenochlorella-spec.html	chlorellales-chlorellaceae	Auxenochlorella	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Chlorellaceae	
chlorophyta-trebouxiophyceae		chloroplastida-chlorophyta	Trebouxiophyceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta	
trebouxiophyceae-chlorellales		chlorophyta-trebouxiophyceae	Chlorellales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae	
chlorellales-chlorellaceae		trebouxiophyceae-chlorellales	Chlorellaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales	
a9f58de22ef97a1ab037202dc7378d35	http://www.protisten.de/gallery-ALL/163-Bacillaria-paxillifer.html	bacillariales-bacillariaceae	Bacillaria paxillifer	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales|Bacillariaceae	
bacillariophycidae-bacillariales		bacillariophyceae-bacillariophycidae	Bacillariales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae	
bacillariales-bacillariaceae		bacillariophycidae-bacillariales	Bacillariaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Bacillariales	
eec81919f67e3fa09ba47461f56472c5	http://www.protisten.de/gallery-ALL/164-Bambusina-borreri.html	desmidiales-desmidiaceae	Bambusina borreri	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	902107
b19019539bce03bc3655bf334dc56eac	http://www.protisten.de/gallery-ALL/171-Bangiophyceae.html	rhodophyta-eurhodophytina	Bangiophyceae	Eucaryota|Archaeplastida|Rhodophyta|Eurhodophytina	
rhodophyta-eurhodophytina		archaeplastida-rhodophyta	Eurhodophytina	Eucaryota|Archaeplastida|Rhodophyta	
a8ed1b3a5673b73bc394ebc6fed7dc1e	http://www.protisten.de/gallery-ALL/173-Batrachospermum-helminthosum.html	batrachospermales-batrachospermaceae	Batrachospermum helminthosum	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae|Batrachospermales|Batrachospermaceae	
nemaliophycidae-batrachospermales		florideophyceae-nemaliophycidae	Batrachospermales	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae	
batrachospermales-batrachospermaceae		nemaliophycidae-batrachospermales	Batrachospermaceae	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliophycidae|Batrachospermales	
54e63e7c96db52640ba9832047064dee	http://www.protisten.de/gallery-ALL/177-Bicosoeca-conica.html	bicosoecida-bicosoecidae	Bicosoeca conica	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra|Opalozoa|Bicosoecida|Bicosoecidae	
stramenopiles-bigyra		sar_(stramenopiles,_alveolates,_rhizaria)-stramenopiles	Bigyra	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles	
bigyra-opalozoa		stramenopiles-bigyra	Opalozoa	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra	
opalozoa-bicosoecida		bigyra-opalozoa	Bicosoecida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra|Opalozoa	
bicosoecida-bicosoecidae		opalozoa-bicosoecida	Bicosoecidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra|Opalozoa|Bicosoecida	
539f064e102c643569acd2e63f353733	http://www.protisten.de/gallery-ALL/178-Bicosoeca-exilis.html	bicosoecida-bicosoecidae	Bicosoeca exilis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra|Opalozoa|Bicosoecida|Bicosoecidae	
5b84f88d2502d0971aa3316bf66c8946	http://www.protisten.de/gallery-ALL/179-Bicosoeca-lacustris.html	bicosoecida-bicosoecidae	Bicosoeca lacustris	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Bigyra|Opalozoa|Bicosoecida|Bicosoecidae	
838ed666adb96f1492979b4b91ab8e63	http://www.protisten.de/gallery-ALL/180-Bosmina-longirostris.html	diplostraca-bosminidae	Bosmina longirostris	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Pancrustacea|Brachiopoda|Diplostraca|Bosminidae	
protostomia-ecdysozoa		bilateria-protostomia	Ecdysozoa	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia	
ecdysozoa-panarthropoda		protostomia-ecdysozoa	Panarthropoda	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa	
panarthropoda-arthropoda		ecdysozoa-panarthropoda	Arthropoda	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda	
arthropoda-pancrustacea		panarthropoda-arthropoda	Pancrustacea	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda	
pancrustacea-brachiopoda		arthropoda-pancrustacea	Brachiopoda	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Pancrustacea	
brachiopoda-diplostraca		pancrustacea-brachiopoda	Diplostraca	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Pancrustacea|Brachiopoda	
diplostraca-bosminidae		brachiopoda-diplostraca	Bosminidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Pancrustacea|Brachiopoda|Diplostraca	
ff88967b4024341013ebae474ec04291	http://www.protisten.de/gallery-ALL/181-Botryosphaerella-sudetica.html	trebouxiales-botryococcaceae	Botryosphaerella sudetica	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Trebouxiales|Botryococcaceae	
trebouxiophyceae-trebouxiales		chlorophyta-trebouxiophyceae	Trebouxiales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae	
trebouxiales-botryococcaceae		trebouxiophyceae-trebouxiales	Botryococcaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Trebouxiales	
e4f1adcd17aad02f9b7ca0853c414338	http://www.protisten.de/gallery-ALL/188-Brachionus-angularis-bidens.html	ploima-brachionidae	Brachionus angularis bidens	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima|Brachionidae	
protostomia-spiralia		bilateria-protostomia	Spiralia	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia	
spiralia-gnathifera		protostomia-spiralia	Gnathifera	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia	
gnathifera-syndermata		spiralia-gnathifera	Syndermata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera	
syndermata-rotifera		gnathifera-syndermata	Rotifera	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata	
ploima-brachionidae		rotifera-ploima	Brachionidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima	
50d968a417de8c7c0d04e82f8b8abf4b	http://www.protisten.de/gallery-ALL/190-Brachionus-spec.html	ploima-brachionidae	Brachionus	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima|Brachionidae	
23f845d9e1d66e6c7f45db37ae857057	http://www.protisten.de/gallery-ALL/193-Brachionus-bidentatus.html	ploima-brachionidae	Brachionus bidentatus	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Ploima|Brachionidae	
ade2b5c3c57009c3aeea5cf5ed9159a4	http://www.protisten.de/gallery-ALL/197-Bryozoa-spec.html	spiralia-bryozoa	Bryozoa/ Moostierchen	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Bryozoa	
spiralia-bryozoa		protostomia-spiralia	Bryozoa	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia	
0903458ad204927f4ab485307c3092e0	http://www.protisten.de/gallery-ALL/199-Bumilleria-sicula.html	tribonematales-tribonemataceae	Bumilleria sicula	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Xanthophyceae|Tribonematales|Tribonemataceae	
ochrophyta-xanthophyceae		stramenopiles-ochrophyta	Xanthophyceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta	
xanthophyceae-tribonematales		ochrophyta-xanthophyceae	Tribonematales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Xanthophyceae	
tribonematales-tribonemataceae		xanthophyceae-tribonematales	Tribonemataceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Xanthophyceae|Tribonematales	
44732bb0b22a9a23a043e4d7117cb581	http://www.protisten.de/gallery-ALL/200-Bursaria-truncatella.html	bursariomorphida-bursariidae	Bursaria truncatella	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Colpodea|Bursariomorphida|Bursariidae	
intramacronucleata-colpodea		ciliophora-intramacronucleata	Colpodea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata	
colpodea-bursariomorphida		intramacronucleata-colpodea	Bursariomorphida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Colpodea	
bursariomorphida-bursariidae		colpodea-bursariomorphida	Bursariidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Colpodea|Bursariomorphida	
b589f8da4377e8557f4c6dd54e52bb9d	http://www.protisten.de/gallery-ALL/201-Caenomorpha-spec.html	armophorida-caenomorphidae	Caenomorpha	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Armophorea|Armophorida|Caenomorphidae	
intramacronucleata-armophorea		ciliophora-intramacronucleata	Armophorea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata	
armophorea-armophorida		intramacronucleata-armophorea	Armophorida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Armophorea	
armophorida-caenomorphidae		armophorea-armophorida	Caenomorphidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Armophorea|Armophorida	
7e82fef83bef2e6eb6c3f6c0924c7645	http://www.protisten.de/gallery-ALL/202-Caenomorpha-medusula.html	armophorida-caenomorphidae	Caenomorpha medusula	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Armophorea|Armophorida|Caenomorphidae	
b631f96f03f5c0e2f06d97f1fc9d27c1	http://www.protisten.de/gallery-ALL/204-Caloneis-amphisbaena.html	naviculales-naviculaceae	Caloneis amphisbaena	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Naviculales|Naviculaceae	
bacillariophycidae-naviculales		bacillariophyceae-bacillariophycidae	Naviculales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae	
naviculales-naviculaceae		bacillariophycidae-naviculales	Naviculaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Naviculales	
f02df62dfc72fb45f62f7bff4c319f6c	http://www.protisten.de/gallery-ALL/205-Calyptotricha-lanuginosa.html	pleuronematida-calyptotrichidae	Calyptotricha lanuginosa	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida|Calyptotrichidae	
intramacronucleata-oligohymenophorea		ciliophora-intramacronucleata	Oligohymenophorea	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata	
oligohymenophorea-scuticociliatia		intramacronucleata-oligohymenophorea	Scuticociliatia	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea	
scuticociliatia-pleuronematida		oligohymenophorea-scuticociliatia	Pleuronematida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia	
pleuronematida-calyptotrichidae		scuticociliatia-pleuronematida	Calyptotrichidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Scuticociliatia|Pleuronematida	
1f9112eeb1cbdbe6392de3ed6ae01438	http://www.protisten.de/gallery-ALL/207-Campascus-minutus.html	euglyphida-cyphoderiidae	Campascus minutus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Cyphoderiidae	
euglyphida-cyphoderiidae		silicofilosea-euglyphida	Cyphoderiidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida	
e404608783e89fe83875cde84944c722	http://www.protisten.de/gallery-ALL/209-Campylodiscus-spec.html	surirellales-surirellaceae	Campylodiscus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Surirellales|Surirellaceae	11963
bacillariophycidae-surirellales		bacillariophyceae-bacillariophycidae	Surirellales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae	
surirellales-surirellaceae		bacillariophycidae-surirellales	Surirellaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Surirellales	
33cdf7c7e6a11fc0280b561288651fb8	http://www.protisten.de/gallery-ALL/211-Carchesium-spec.html	peritricha-vorticellidae	Carchesium	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritricha|Vorticellidae	
oligohymenophorea-peritricha		intramacronucleata-oligohymenophorea	Peritricha	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea	
peritricha-vorticellidae		oligohymenophorea-peritricha	Vorticellidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Peritricha	
40d4131172f3b6f76c157700723c3ec9	http://www.protisten.de/gallery-ALL/213-Centronella-reicheltii.html	fragilariales-fragilariaceae	Centronella reicheltii	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	
1669120d72ee4da1ee6f754eab7fb941	http://www.protisten.de/gallery-ALL/215-Centropyxis-cf-aculeata.html	excentrostoma-centropyxidae	Centropyxis aculeata	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Excentrostoma|Centropyxidae	
glutinoconcha-excentrostoma		arcellinida-glutinoconcha	Excentrostoma	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha	
excentrostoma-centropyxidae		glutinoconcha-excentrostoma	Centropyxidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Excentrostoma	
a849d632ccc434c66d9902c3f88e5176	http://www.protisten.de/gallery-ALL/220-Centropyxis-lapponica.html	excentrostoma-centropyxidae	Centropyxis lapponica	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Excentrostoma|Centropyxidae	
7feeefa187a80a287a9bbae05eb0b683	http://www.protisten.de/gallery-ALL/235-Centropyxis-spinosa.html	excentrostoma-centropyxidae	Centropyxis spinosa	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Excentrostoma|Centropyxidae	
33f07677978ff161da857da31594cef4	http://www.protisten.de/gallery-ALL/240-Ceramium-diaphanum.html	ceramiales-ceramiaceae	Ceramium diaphanum	Eucaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniophycidae|Ceramiales|Ceramiaceae	
